SMILES,TARGET_fp,TARGET_Tm,TARGET_Tb,TARGET_density,TARGET_mcvh,TARGET_ISP
CCC(CC(C)C)(C(C)C)C(C)C,311.394,215.609,471.266,0.746,44.351,338.83
CC(C)C(C(C)C)C1CCC1,311.396,196.189,443.842,0.83,43.879,338.897
CCC(C)(C)CC1C(C)C1(C)C,311.398,228.135,454.735,0.776,43.727,338.31
CC(C)CCC1C2C1C2(C)C,311.401,206.759,434.527,0.832,42.983,337.708
CCCCC1C(CCC)C12CC2,311.418,217.458,462.381,0.871,43.263,338.611
CC(C)CC(C)CC1CC2CC12C,311.431,223.177,469.692,0.855,43.197,338.188
CC(C)CCC(C)C1CC1C,311.446,193.875,445.647,0.83,43.862,338.831
CCCC(C(C)C)C1CC1C,311.446,193.875,445.647,0.83,43.862,338.831
CC(C)C1(C)C(C)(C)CC2(C)CCC1(C)C2,311.446,299.343,516.683,0.824,43.216,337.893
CCC(CC(C)C)C1CC1C,311.446,193.875,445.647,0.83,43.862,338.831
CC(C)C(C)C(C)C(C)C(C)C,311.455,194.428,470.311,0.778,44.567,339.499
CCCCCCC(C)CCC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCCCCC(C)CC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCCC(C)CCCC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCC(CCC)CCC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCCC(CC)CCC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCCCC(CC)CC,311.459,192.037,465.916,0.737,44.637,339.584
CCCCC(CC)CCCC,311.459,192.037,465.916,0.737,44.637,339.584
CC(C)C1(C(C)(C)C)CCCCC1,311.477,257.774,485.175,0.8,43.809,338.627
CCCCC1(C)CC1CCC,311.478,190.102,457.641,0.791,43.937,339.121
CCCCCC1CC1(C)CC,311.478,190.102,457.641,0.791,43.937,339.121
CCCCC1CC1(C)CCC,311.478,190.102,457.641,0.791,43.937,339.121
CCCCCC1(C)CC1CC,311.478,190.102,457.641,0.791,43.937,339.121
CCCC(CC)CC1C2C(C)C12C,311.481,221.262,471.316,0.855,43.182,338.129
CC1CC2(C)CCC3C(C)CCC32C1C,311.483,282.63,513.285,0.921,42.698,337.689
CCC(C)(C)C1(C(C)C)CCCC1,311.5,256.243,480.516,0.803,43.83,338.708
CC(CCC1(C)CC1C)C1CC1,311.514,205.594,461.008,0.899,43.323,338.845
CCC(C)C1CC1C(C)(C)C,311.531,233.016,441.747,0.816,43.782,338.522
CCCC(C)C1(C)C(C)C1(C)C(C)C,311.534,248.103,484.364,0.782,43.699,338.201
CCCC1(CC)C2C1C2(C)C(C)C,311.535,219.611,475.339,0.863,43.189,338.156
CCCCC12CC3CC(C)(CC(C)(C3)C1)C2,311.544,287.749,530.02,0.93,42.908,338.299
CCCC1CC12CC2C1CC1(C)C,311.545,264.649,465.002,0.924,42.577,337.751
CCC(CC)C1C(C)C1(C)C,311.545,215.427,444.443,0.808,43.776,338.499
CCCC(C)C1C(C)C1(C)C,311.545,215.427,444.443,0.808,43.776,338.499
CC1(C)CC2(C)CC(C)(C)CC(C)(C1)C2,311.563,297.634,511.214,0.817,43.21,337.976
CCCC12CCC(C)(CC1C)C(C)C2,311.564,267.366,512.775,0.868,43.269,338.328
CC(C)CCC1C(C)CC1C,311.569,189.673,452.543,0.791,43.78,338.514
CC(C)CCC1CC(C)C1C,311.569,189.673,452.543,0.791,43.78,338.514
CC(C)(C)CCC1(C)CC1C(C)(C)C,311.573,257.922,487.98,0.786,43.77,338.476
CCC(C)(C)C(C)(C)C1CC1,311.587,252.602,438.392,0.843,43.928,339.086
CC(C)(C)C1(C)CCCCCC1,311.593,255.486,478.945,0.79,43.85,338.785
CC(C)(C)C12CC3CCC1C(C3)C2,311.597,268.415,479.984,0.943,42.544,337.62
CC(C)(C)C12CC3CC(CC1C3)C2,311.597,268.415,479.984,0.943,42.544,337.62
CC(C)(C)C12CC3CC(C1)C(C3)C2,311.597,268.415,479.984,0.943,42.544,337.62
CCCC1(CC)CC1(CC)CCC,311.612,179.585,497.637,0.833,44.047,339.545
CCCC1(CCC)CC1(CC)CC,311.612,179.585,497.637,0.833,44.047,339.545
CC(C)(C)CCCC(C)(C)C1CC1,311.613,254.955,475.335,0.786,43.846,338.77
CCC(C)(C)C1(C)CCCCC1,311.617,253.93,474.163,0.79,43.873,338.874
CCCCCCCCC(C)C,311.64,193.633,466.175,0.734,44.63,339.558
CC(C)C1(C)C(C)(C(C)C)C1(C)C(C)C,311.649,267.747,488.186,0.774,43.617,337.884
CCCC(C)C1(C)CC(C)(C)C1C,311.651,245.655,478.112,0.769,43.729,338.317
CCCC(C)C1(C)CC(C)C1(C)C,311.651,245.655,478.112,0.769,43.729,338.317
CCC1CC(C(C)(C)C)C1C,311.654,229.828,448.753,0.775,43.7,338.205
CCC1(C)CC(C(C)C(C)C)C1,311.656,207.383,470.468,0.813,43.862,338.831
CCCCC(C)(C)CCC12CCC1C2,311.66,244.216,496.716,0.876,43.405,338.86
CCCC1C(C)C(C)(C)C1C,311.668,211.818,451.372,0.771,43.694,338.182
CCCC1C(C)C(C)C1(C)C,311.668,211.818,451.372,0.771,43.694,338.182
CCC(C)C(C)C1CCCC1,311.673,205.358,461.986,0.812,43.935,339.113
CCC(C)CC(C)(C)C1CCC1,311.677,240.379,465.421,0.787,43.87,338.862
CCC1C(C)C1C(C)(C)CC,311.677,227.965,443.336,0.779,43.725,338.302
CCC(C)C(C)(CC)C1CCC1,311.677,240.379,465.421,0.787,43.87,338.862
CC(C)C(C1CC1)(C1CC1)C1CC1,311.686,273.256,464.238,0.866,42.694,338.214
CC1(C)C2CC3C(C21)C3(C)C,311.691,246.033,436.212,0.889,42.124,336.692
CCCC1CC2(CC)CC(C)C12,311.7,216.94,472.473,0.885,43.195,338.344
CCC(C)C1CCCCC12CC2,311.704,246.73,472.165,0.919,43.319,338.83
CCCCCCCCC1(C)CC1,311.708,205.371,480.334,0.79,44.043,339.53
CC(C)C(C)C(C)(C)C1(C)CC1C,311.726,238.313,470.321,0.814,43.84,338.746
CC(C)C1CC1(C)C1(C)CC1(C)C,311.728,264.212,461.116,0.847,43.131,337.929
CC1CC1C1C(C)C1C(C)(C)C,311.731,258.177,454.434,0.849,42.998,337.572
C1CC(CC23CCCC2CC3)C1,311.736,227.076,476.762,0.972,42.726,338.683
CC1CC2C(C)C(C)(C(C)C)C12,311.743,235.893,460.997,0.844,42.975,337.482
CCC1CC2CCCC2(C)C1,311.768,235.582,461.264,0.87,43.138,338.316
CCC1CCCCC2(C)CC12,311.768,235.582,461.264,0.87,43.138,338.316
CCC1CCCC2(C)CC2C1,311.768,235.582,461.264,0.87,43.138,338.316
CCC1CC2(C)CCCC1C2,311.768,235.582,461.264,0.87,43.138,338.316
CCC1(C(C)C)CCCCC1C,311.771,224.343,480.283,0.805,43.865,338.843
CCC1(C(C)C)CCC(C)CC1,311.771,224.343,480.283,0.805,43.865,338.843
CCC1(C(C)C)CCCC(C)C1,311.771,224.343,480.283,0.805,43.865,338.843
CC(C)C1CC(C)(C)C1(C)C,311.777,237.09,441.695,0.783,43.7,338.205
CC(C)C1C(C)(C)CC1(C)C,311.777,237.09,441.695,0.783,43.7,338.205
CC(C)C(C)C1C(C)C(C)C1C,311.796,204.859,467.284,0.809,43.702,338.213
CCCC1(CC)C(C)CCC1C,311.82,200.733,484.58,0.817,43.907,339.005
CC(C)C(C(C)C)(C(C)(C)C)C(C)(C)C,311.825,251.866,489.001,0.756,44.196,338.484
CCC1CCC2(CCC(C)C2)C1,311.827,243.835,478.361,0.875,43.242,338.529
CCC1CCC2(CC1)CC(C)C2,311.827,243.835,478.361,0.875,43.242,338.529
CCC1CC2(CCC(C)CC2)C1,311.827,243.835,478.361,0.875,43.242,338.529
CCC1CCCC2(CC(C)C2)C1,311.827,243.835,478.361,0.875,43.242,338.529
CCC1(C2(C)CCC2C)CCCC1,311.839,251.388,491.028,0.859,43.315,338.649
CCC1(C2(C)CC2C)CCCCC1,311.839,251.388,491.028,0.859,43.315,338.649
CC1C2C(C)C(C)C(C)(C1C)C2C,311.843,250.202,486.142,0.851,42.974,337.314
CCCCCC(C)C(C)(C)C,311.858,207.566,455.271,0.752,44.615,339.501
CCCCCC(C)(C)C(C)C,311.858,207.566,455.271,0.752,44.615,339.501
CCCCC(C)C(C)(C)CC,311.858,207.566,455.271,0.752,44.615,339.501
CCCCC(C)(C)C(C)CC,311.858,207.566,455.271,0.752,44.615,339.501
CCCC(C)C(C)(C)CCC,311.858,207.566,455.271,0.752,44.615,339.501
CC(C)CCC(C)(C)C1CCC1,311.858,241.521,465.68,0.783,43.863,338.835
CC1CC2C(CC1C)C2(C)C,311.859,233.225,454.109,0.837,42.943,337.551
CC1CC2CC1C(C)C2(C)C,311.859,233.225,454.109,0.837,42.943,337.551
CC1C2CC(C1C)C(C)(C)C2,311.859,233.225,454.109,0.837,42.943,337.551
CC1CC(C)C2C(C1)C2(C)C,311.859,233.225,454.109,0.837,42.943,337.551
CC1CC2CC1C(C)(C)C2C,311.859,233.225,454.109,0.837,42.943,337.551
CCCC1CC12C(C)C(C)(C)C2(C)C,311.871,264.942,484.425,0.824,43.14,337.824
CCC1CC1(CC)C(C)C(C)C,311.876,197.592,464.549,0.817,43.878,338.893
CC(C)C1(C)CCC(C)(C)C1(C)C,311.882,263.449,475.72,0.754,43.664,338.066
CCC1(C)CCCCCC1C,311.887,221.449,473.924,0.795,43.915,339.036
CCC1(C)CCCCC(C)C1,311.887,221.449,473.924,0.795,43.915,339.036
CCC1(C)CCCC(C)CC1,311.887,221.449,473.924,0.795,43.915,339.036
CCC12CC1C1CCCC(C)C12,311.891,237.648,474.985,0.972,42.493,337.758
CC1CC2(CC2C)C1C1CCCC1,311.904,269.772,483.401,0.954,42.618,337.913
CC1CCC(C2C(C)C23CCC3)C1,311.904,269.772,483.401,0.954,42.618,337.913
CCCCC(C)(CC)C1CC1C,311.907,239.837,467.331,0.783,43.848,338.777
CCCCCC(C)(C)C1CC1C,311.907,239.837,467.331,0.783,43.848,338.777
CC12CC3CC(C1)CC(C(C)(C)C)(C3)C2,311.909,292.396,508.818,0.925,42.721,337.78
CC1CC(C)C2(C1)C1C(C)C3C1C32,311.923,255.789,472.767,1.025,41.787,336.665
CC(C)C1CC2(C)C(C)C(C)C12,311.949,239.409,460.335,0.899,43.039,337.733
CC(C)C1CC2C(C)C(C)C12C,311.949,239.409,460.335,0.899,43.039,337.733
CC(C)C1C(C)CC2C(C)C21C,311.949,239.409,460.335,0.899,43.039,337.733
CC(C)C1C(C)C2C(C)CC12C,311.949,239.409,460.335,0.899,43.039,337.733
CC(C)C1CC(C)C2C(C)C12C,311.949,239.409,460.335,0.899,43.039,337.733
CC(C)C1C(C)C2(C)C(C)CC12,311.949,239.409,460.335,0.899,43.039,337.733
CC1(C)CCCC(C)(C)C1(C)C,311.999,261.251,469.24,0.738,43.693,338.178
CC1(C)CC(C)(C)CC(C)(C)C1,311.999,261.251,469.24,0.738,43.693,338.178
CC1(C)CCC(C)(C)C(C)(C)C1,311.999,261.251,469.24,0.738,43.693,338.178
CC(C)C1CC(C)C12C(C)CC2C,312.009,247.451,477.495,0.902,43.143,337.976
CCC1(C)CC2(C)CC(C)CC1(C)C2C,312.014,278.67,516.929,0.847,43.22,338.015
CCC(C)(C(C)C(C)C)C1(C)CC1C,312.026,245.325,484.057,0.802,43.797,338.58
CC1CCC(C)C(C)C(C)C1,312.028,219.162,470.785,0.791,43.741,338.364
CC1CCCC(C)C(C)C1C,312.028,219.162,470.785,0.791,43.741,338.364
CC1CCC(C)C(C)CC1C,312.028,219.162,470.785,0.791,43.741,338.364
CC1CC(C)CC(C)C(C)C1,312.028,219.162,470.785,0.791,43.741,338.364
CCC1(C(C)C)CC1CC(C)(C)C,312.037,219.605,473.286,0.807,43.795,338.572
CCC1CC2C3CC2C13CC,312.051,220.64,451.399,0.982,42.336,337.539
CC1CC(C)C(C)(C(C)C)C2(C)CC12,312.054,265.382,492.018,0.841,43.101,337.671
CC1CC2(C)C1CC(C)C2(C)C(C)C,312.054,265.382,492.018,0.841,43.101,337.671
CC(C)(C)CCCCCC(C)(C)C,312.071,235.094,484.269,0.746,44.408,339.047
CCC1CC2(C)CCCCC2(C)C1,312.079,265.128,492.253,0.863,43.248,338.387
CCCCC(C)C(C)C1(CC)CC1,312.106,212.123,486.637,0.818,43.98,339.287
CCCC(C)C(C)C1(CCC)CC1,312.106,212.123,486.637,0.818,43.98,339.287
CC1CC12C(C)C1C2CC2C(C)C21C(C)C,312.118,283.693,508.082,0.988,42.15,336.949
CC1C2CCCC13CC(C2)C3C,312.131,260.81,478.06,0.944,42.443,337.559
CCCC(C)C1(C(C)CC)CCC1,312.149,233.522,482.512,0.803,43.875,338.882
CCC(C)C1(C(CC)CC)CCC1,312.149,233.522,482.512,0.803,43.875,338.882
CCC(C)C1(CC)C(C)C1CC,312.15,198.438,464.954,0.805,43.8,338.592
CCC1(C)CCC1CC(C)(C)C,312.154,216.613,466.741,0.794,43.835,338.727
CCC1(C)CC(CC(C)(C)C)C1,312.154,216.613,466.741,0.794,43.835,338.727
CCC(C)CCC(C)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCC(CC)CC(C)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(CC)CC(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(C)C(C)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)CC(C)(C)CCC,312.158,216.203,469.853,0.747,44.501,339.248
CCC(CC)C(CC)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCC(C)CCCC(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(C)CC(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)CCC(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(C)(CC)C(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)(CCC)C(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(C)(C)CC(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)CC(C)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)(CC)CC(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)(C)CCC(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(CC)C(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(CCC)C(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCC(CC)CCC(C)(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(CC)C(C)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(CC)(CC)C(C)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCC(C)CC(CC)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCCC(C)(C)C(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(CC)C(C)(C)CCC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)(C)CC(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)C(C)(CC)CCC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)C(CC)(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CCCC(C)(CC)C(CC)CC,312.158,216.203,469.853,0.747,44.501,339.248
CC(C)(C)CCC1CCCC1,312.171,214.714,458.126,0.795,43.906,339.001
CC1CC(C)(C)C2CCC2(C)C1C,312.171,263.213,485.961,0.835,43.084,337.745
CC1C2CCC(C)C(C)(C2)C1(C)C,312.171,263.213,485.961,0.835,43.084,337.745
CC1CCC2CC(C)C2(C)C1(C)C,312.171,263.213,485.961,0.835,43.084,337.745
CC1CCC2(C)CC1C(C)(C)C2C,312.171,263.213,485.961,0.835,43.084,337.745
CC1CC2C(C)C3C(C4(C)CC14)C23C,312.175,275.492,486.971,0.996,41.9,336.67
CC(C)CC(C)CC1CC1(C)C,312.179,203.696,455.499,0.776,43.785,338.534
CCC(C)(C)CCC1CCC1,312.194,212.643,452.915,0.795,43.931,339.098
CCC(C)(CC)CC1CCC1,312.194,212.643,452.915,0.795,43.931,339.098
CCC12CCCCC1(CC)CCCC2,312.231,257.574,520.632,0.904,43.465,339.094
CCC(C)(C)C(C)C(C)(C)C,312.257,221.578,444.141,0.77,44.592,339.413
CCC1CC(C(C)C)(C(C)C)C1,312.282,223.692,460.559,0.794,43.752,338.406
CC(CC(C)C1CC1C)CC12CC1C2,312.296,220.849,480.944,0.986,42.813,338.394
CCC(C(C)C)C1(CC)CC1(C)CC,312.313,216.813,493.201,0.808,43.86,338.824
CC1(C)C2CCC1C1(C2)C(C)(C)C1(C)C,312.314,296.873,500.249,0.871,42.592,337.269
CCCC(C)C1CC1(C)CC,312.324,200.538,451.716,0.834,43.919,339.051
CCCC1(C)CC1C(C)CC,312.324,200.538,451.716,0.834,43.919,339.051
CCC1(C(C)CCC(C)C)CCC1,312.33,214.917,485.485,0.807,43.922,339.063
CCC1C(C)C1(CC)CC(C)C,312.331,174.225,468.147,0.813,43.85,338.785
CCCC1C(C)C1(CC)C(C)C,312.331,199.965,465.213,0.805,43.793,338.565
CCCCC(C)(CC)CC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCCCC(C)(C)CC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCCC(CC)(CC)C(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCC(CC)(CCC)C(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCC(C)(CCC)CC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCC(C)(CC)CCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCC(C)(C)CCCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCC(C)(CC)CCCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCC(C)(C)CCCCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCCC(C)(C)CCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCC(CC)(CC)CC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCC(CC)(CC)CCC(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCCC(C)(CCC)C(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CCCCCC(C)(CC)C(C)C,312.339,217.553,470.107,0.744,44.494,339.221
CC(C)(C)C1(C)CC2CCC1C2,312.345,254.465,466.392,0.853,43.092,337.941
CCCCC(C)CC1(CC)CC1C,312.38,189.555,489.692,0.814,43.96,339.21
CCCC(C)CC1(CCC)CC1C,312.38,189.555,489.692,0.814,43.96,339.21
CCCCC1(C(C)CCC)CC1C,312.38,212.888,487.007,0.807,43.908,339.009
CCCC1C(C)C2(CC2)C1CC,312.388,222.791,463.169,0.871,43.169,338.243
CCCC1CC2(C1)C(C)C2CC,312.388,222.791,463.169,0.871,43.169,338.243
CCCC1CCC12C(C)C2CC,312.388,222.791,463.169,0.871,43.169,338.243
CCC1CCC(C)(C(C)C)C1,312.398,220.785,453.658,0.783,43.791,338.557
CCCC(C)(CCC)CC1(C)CC1,312.407,227.551,484.047,0.8,43.961,339.214
CCC(C)C1(C)C(C)(CC)C1(C)CC,312.413,235.379,492.21,0.792,43.793,338.565
CCC1(CCC2CCC2)CC1C,312.416,185.258,474.118,0.88,43.379,339.064
CC1CC2(C3CCC3C)CCC1C2,312.419,257.431,488.076,0.949,42.601,337.846
CCCCC1CC12CC2C(C)C,312.446,227.398,456.839,0.914,43.239,338.517
CCCC(C)CC1(C)CCCC1,312.447,211.825,479.262,0.798,43.972,339.256
CCCC(CC)C1(C)CCCC1,312.447,232.03,476.459,0.787,43.915,339.036
CCCCC(C)C1(C)CCCC1,312.447,232.03,476.459,0.787,43.915,339.036
CCC(C)CCC1(C)CCCC1,312.447,211.825,479.262,0.798,43.972,339.256
CCCC1CC(C)C1(C)CC,312.448,196.529,458.445,0.791,43.837,338.735
CCCC1(C)CC(C)C1CC,312.448,196.529,458.445,0.791,43.837,338.735
CCCC1CC(C)(CC)C1C,312.448,196.529,458.445,0.791,43.837,338.735
CCCC1C(C)CC1(C)CC,312.448,196.529,458.445,0.791,43.837,338.735
CCCC1(C)CC(CC)C1C,312.448,196.529,458.445,0.791,43.837,338.735
CCCC1(C)C(C)CC1CC,312.448,196.529,458.445,0.791,43.837,338.735
CCC12CC3CC(CC(C)(C3)C1(C)C)C2,312.454,285.148,516.905,0.925,42.733,337.827
CCC(C)C1CC23CCC(C2)C13,312.456,245.644,459.25,1.008,42.544,337.961
CC(C)CCC1C(C)(C)C1(C)C,312.46,225.198,454.613,0.755,43.699,338.201
CC1CC1C1CCC1(C)C(C)C,312.475,250.796,459.228,0.857,43.082,337.902
CCC(C)(CC(C)C)C1(C)C(C)C1C,312.481,247.031,484.671,0.789,43.724,338.298
CCCC(C)(C(C)C)C1(C)C(C)C1C,312.481,247.031,484.671,0.789,43.724,338.298
CC1CC2(C)CCCC(C)C2(C)C1(C)C,312.482,288.006,514.137,0.834,43.186,337.882
CC1(CC2CC2)CCCCC1,312.484,208.153,462.985,0.865,43.339,339.104
CC1(CC2CCCCC2)CC1,312.484,208.153,462.985,0.865,43.339,339.104
C1CC(C2(C3CCC3)CCC2)C1,312.495,249.274,473.748,0.955,42.66,338.421
C1CCC(C2(C3CC3)CCC2)C1,312.495,249.274,473.748,0.955,42.66,338.421
C1CCC(C2(C3CC3)CC2)CC1,312.495,249.274,473.748,0.955,42.66,338.421
C1CC(C2(C3CC3)CCCC2)C1,312.495,249.274,473.748,0.955,42.66,338.421
CCCCC1(C)CC1C(C)C,312.506,202.043,451.989,0.83,43.912,339.024
CCC1CC2C(C1)C1(C)CC21,312.519,234.408,447.744,0.951,42.289,337.351
CCC1C2CCC3(C)CC3C12,312.519,234.408,447.744,0.951,42.289,337.351
CCC1CC2C1CC1CC12C,312.519,234.408,447.744,0.951,42.289,337.351
CCC(C)C(C(C)C)C(C)C(C)C,312.557,188.751,473.452,0.759,44.389,338.975
CCC(C)(CC)C(C)C(C)(C)C,312.557,229.433,459.381,0.764,44.48,339.168
CCC(C)(C)CC(C)C(C)(C)C,312.557,229.433,459.381,0.764,44.48,339.168
CCC(C)(CC)C(C)(C)C(C)C,312.557,229.433,459.381,0.764,44.48,339.168
CCC(C)(C)CC(C)(C)C(C)C,312.557,229.433,459.381,0.764,44.48,339.168
CCCCC1(CCC(C)C)CC1C,312.561,191.179,489.926,0.814,43.954,339.187
CC1CCC(C)(C)C1C1CC1,312.592,248.394,452.289,0.851,43.061,338.014
CC1CCC(C2CC2)C1(C)C,312.592,248.394,452.289,0.851,43.061,338.014
CC1CC(C2CC2)CC1(C)C,312.592,248.394,452.289,0.851,43.061,338.014
CCCCCCC1C(C)CC12CC2,312.618,235.08,485.377,0.867,43.327,338.696
CC(C)CCCC1(C)CCCC1,312.628,213.216,479.506,0.794,43.965,339.229
CCC1(C)C2CCC(C2)C1C,312.639,220.154,461.105,0.865,43.088,338.12
CCC1(C)CC2CC1CC2C,312.639,220.154,461.105,0.865,43.088,338.12
CCC1(C)CCC(C)C2CC21,312.639,220.154,461.105,0.865,43.088,338.12
CCC1(C)CC(C)C2CCC21,312.639,220.154,461.105,0.865,43.088,338.12
CCC1(CC)CCCCCC1,312.667,207.204,480.382,0.821,44.058,339.588
CCCCCCC1(C)CCC1C,312.678,211.163,481.067,0.794,43.95,339.171
CC(C)C1C(C)C(C)(C)C1C,312.696,222.142,445.572,0.804,43.668,338.081
CC(C)C1C(C)C(C)C1(C)C,312.696,222.142,445.572,0.804,43.668,338.081
CC(C)C(C)C12CCCCC1(C)CCC2,312.707,278.59,517.613,0.876,43.378,338.632
CC(C)CCC1CC1C1(C)CC1,312.708,217.616,457.016,0.849,43.189,338.321
CC(C)CC(C)C(C(C)C)C(C)(C)C,312.719,212.054,481.882,0.754,44.277,338.679
CC(C)C(C(C)C)C(C)CC(C)(C)C,312.719,212.054,481.882,0.754,44.277,338.679
CC1C23C4CCC(C4)C2CCC13C(C)(C)C,312.72,297.245,512.541,0.997,42.239,337.304
CCC(C)C(C)C(C(C)C)C(C)C,312.739,190.384,473.702,0.756,44.383,338.952
CC(C)C(C)CC(C(C)C)C(C)C,312.739,190.384,473.702,0.756,44.383,338.952
CC(C)CC(C(C)C)C(C)C(C)C,312.739,190.384,473.702,0.756,44.383,338.952
CC(C)(C)CC(C)(C)C(C)(C)C,312.744,265.377,452.773,0.778,44.459,339.088
CC(C)CCC1(C)C(C)C(C)C1C,312.751,212.744,484.442,0.793,43.748,338.391
CCC(C(C)(C)C)C1(C(C)(C)C)CCC1,312.762,266.926,499.702,0.803,43.776,338.499
CC(C)(C)CCC(C)(C)CC(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCC(C)(CCC(C)(C)C)C(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCC(C)(CC(C)(C)C)CC(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCCCC(C)(C(C)(C)C)C(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCCC(C)(CC(C)(C)C)C(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCC(CC)(CC(C)(C)C)C(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CCCC(CC)(C(C)(C)C)C(C)(C)C,312.77,253.378,487.923,0.754,44.308,338.798
CC1(C)CC1CCC1(C2CC2)CC1,312.775,227.61,471.7,0.914,42.732,338.365
CC1C(C)C2CC1C(C)C2C,312.779,217.846,457.796,0.86,42.911,337.425
CC1CC(C)C2C(C)C(C)C12,312.779,217.846,457.796,0.86,42.911,337.425
CC1CC2C(C)C(C)C2C1C,312.779,217.846,457.796,0.86,42.911,337.425
CC1CC2C(C)C(C)C(C)C12,312.779,217.846,457.796,0.86,42.911,337.425
CCC(C)CC12CC(C)C(C1)C2C,312.782,234.703,490.252,0.871,43.196,338.184
CCC1C2CC3CC4C5CC6CC1(C)C65C324,312.786,297.455,498.02,1.171,41.171,336.445
CCCC12CCCC1(CC)C(CC)C2,312.791,238.583,507.916,0.9,43.402,338.848
CC(C)CC1(C)CC2CC(C2)C1,312.791,227.66,477.041,0.875,43.187,338.313
CCCC1(CCC)CC2(CCCC2)C1,312.819,244.869,512.246,0.887,43.483,339.164
CC(C(C)(C)C)C1(C)CCCC1,312.846,243.935,466.273,0.805,43.894,338.955
CCC(C)C(C)(CC)C(C)(C)CC,312.857,236.881,473.727,0.756,44.386,338.963
CCC(C(C)(C)CC)C(C)(C)CC,312.857,236.881,473.727,0.756,44.386,338.963
CC1CC(C)(C2(C)CCC2C)C1(C)C,312.87,273.907,489.893,0.813,43.14,337.824
CCC(C)(CC)C1CC(C)C1C,312.877,244.412,468.104,0.783,43.755,338.418
CCCC(C)(C)C1CC(C)C1C,312.877,244.412,468.104,0.783,43.755,338.418
CCC1(C)CC2CCC1C2(C)C,312.89,244.953,475.982,0.853,43.107,338
CC(C)C1C(C)C2CC1(C)C2,312.908,243.927,452.643,0.896,43.007,337.802
CC1CC(C)(C)C(C)C(C)(C)C1,312.918,248.722,472.707,0.758,43.664,338.066
CC1CC(C)(C)CC(C)(C)C1C,312.918,248.722,472.707,0.758,43.664,338.066
CC1CCC(C)(C)C(C)C1(C)C,312.918,248.722,472.707,0.758,43.664,338.066
CC1CCC(C)C(C)(C)C1(C)C,312.918,248.722,472.707,0.758,43.664,338.066
CC1C(C)C(C)(C)CCC1(C)C,312.918,248.722,472.707,0.758,43.664,338.066
CC1CCC(C)(C)C(C)(C)C1C,312.918,248.722,472.707,0.758,43.664,338.066
