SMILES,TARGET_fp,TARGET_Tm,TARGET_Tb,TARGET_density,TARGET_mcvh,TARGET_ISP
CCC1(C)CCCC2(C)CC(C)C12C,298.166,268.411,498.068,0.852,43.254,338.27
CCC1(C)CCC(C)C2(C)CCC2C1,328.046,264.697,514.179,0.86,43.25,338.254
CCC1C(C)C(C)(C(C)C2CC2)C1C,346.812,244.642,497.26,0.887,43.194,338.035
CC(C)C12CC3(C)CC34CCCC14C2,231.862,285.434,446.798,1.012,42.202,337.881
CC(C)C12CC1C1C(C3CC3)C1(C)C2,303.878,283.623,475.276,1.018,42.019,337.148
CCCC12CC1CC1C(C2C)C1(C)C,325.221,258.914,499.41,0.92,42.598,337.543
CCCC12CC1(C)CC1(CC)CC12C,249.645,259.511,471.721,0.952,42.821,338.426
CC(CC12CC1CCC21CC1)C1CC1,297.64,255.069,481.258,1.088,42.324,338.369
CCCC12CCC3(CC3)C(C)C1(C)C2,269.893,266.803,483.384,0.943,42.806,338.366
CCCC12CC3(C)CC4C(C4C31)C2C,309.378,261.116,488.988,1.023,42.025,337.172
CC1C2CC(C2)C2(C(C)C)CCC12C,307.33,277.376,493.465,0.925,42.586,337.496
CCCC12CCCCC(CC)C1CC2,348.075,252.072,524.647,0.887,43.347,338.633
CC(C)C12CCC3CC(CCC1C)C32,332.274,269.199,505.67,0.938,42.598,337.543
CCCC12CC(C)C1C1C(C2)C1(C)C,325.221,258.914,499.41,0.92,42.598,337.543
CCCC12CCCC1CCC(C)(C)C2,330.653,265.499,517.259,0.86,43.321,338.532
CCCC12C3CCC(C3)C1C(C)C2C,332.324,252.315,509.546,0.948,42.634,337.686
CCCC12CC(C)C(C)CC1C2CC,335.709,239.485,511.181,0.879,43.224,338.153
CCCC1C2C(C)CC3CCC(C3)C12,377.927,257.765,524.117,0.938,42.569,337.428
CCCC1C2CCC3C4C1C4C1C2C31,385.613,261.504,509.936,1.121,41.265,336.073
CC(C)C1C2CC1(CC1CC1)C1CC21,349.203,248.152,497.471,1.081,42.113,337.525
CCCC1C2CC(C)C(C)(C)C1(C)C2,336.14,274.933,511.908,0.845,43.106,337.691
CC(C)C1C2CC2C23CC2CC2C1C23,347.908,273.382,488.66,1.177,41.352,336.427
CC(C)C1C2CC2CC2CCC3CC231,347.156,274.277,500.145,1.075,42.041,337.236
CCCC1C(C)C2C(C)C1C2CCC,391.297,255.854,531.128,0.856,43.046,337.456
CCCC1CC12C(C)C(C)CC1CC12,333.011,256.909,501.573,0.934,42.612,337.599
CCCC1CC12CCCCCCCC2,344.626,269.04,525.877,0.879,43.397,338.829
CCCC1CC12CCC(CC)(CC)C2,320.533,235.99,506.9,0.887,43.402,338.848
CC(CC1CC1)C1C2CC3CCC3C21,375.793,249.479,506.752,1.069,42.088,337.425
CCC(C1CC1)C1(C(C)C)CCC1C,330.069,248.8,493.422,0.892,43.3,338.45
CC(C)C1(C2CCC3CC3CC2)CC1,341.263,267.694,507.481,0.934,42.675,337.848
CCCC1(C)C2C3CC(C(C)C3C)C21,348.918,248.912,508.537,0.929,42.532,337.282
CCCC1CC2(C(C)(C)C)CC1C2C,330.191,268.28,502.305,0.864,43.144,337.839
CC(C)C1(C)C2CC1(C)CCC2(C)C,295.651,280.481,490.999,0.845,43.126,337.769
CCCC1CC2CC23CCC2C(C)C123,301.212,266.375,480.303,1.018,42.106,337.497
CCCC1CC2CC3CC3(C)C3C1C23,354.981,266.247,504.796,1.012,41.959,336.907
CC(C)C1CC2CC3C(C3(C)C)C21C,341.972,274.92,493.721,0.943,42.515,337.214
CC(C)C1(C)C2CC3CCC(C3)C21C,325.172,275.081,495.368,0.912,42.561,337.397
CC(C)C1CC2C(C)C2C1CC1CC1,376.754,236.58,505.432,0.976,42.612,337.599
CC(C)C1CC2(C)C(CC2(C)C)C1C,335.038,270.605,497.771,0.872,43.116,337.73
CC(C)C1(CC2(C)C(C)C2C)CCC1,307.366,224.247,492.132,0.856,43.309,338.485
CCCC1(C)C2CCCCC(C)C21C,324.469,259.904,510.412,0.856,43.26,338.293
CC(C)C1(C)CC12CCC1CC(C1)C2,316.319,275.955,495.368,0.92,42.663,337.801
CCCC1CCC1C12CC1CC1CC12,341.192,262.257,500.505,1.029,42.077,337.381
CC(C)C1CC(C2C3C4CC(C4)C23)C1,380.439,276.713,507.794,1.081,41.965,336.931
CC(C)C1CCC2C3C(CC24CC4)C13,347.156,274.277,500.145,1.075,42.041,337.236
CCCC1CC(C2C(C)C2C)C2CC12,366.294,259.655,509.178,0.943,42.537,337.302
CCCC1(C)CC2CC2C12CCCC2,322.551,265.488,506.568,0.934,42.762,338.193
CC(C)C1CCC2(C1)CC2C1(C)CC1,319.33,272.065,489.23,0.967,42.734,338.082
CCCC1C(C(C)C)CC2(CC2)C1C,340.031,253.653,501.862,0.904,43.252,338.262
CCCC1(C)CC2(CC2)C(C)C1CC,319.753,247.751,501.114,0.864,43.289,338.407
CC(C)C1(C(C)C)CCC2(C)CC21C,279.328,270.706,472.002,0.845,43.19,338.019
CCCC1CCC2CC(C3CC3)CC12,378.66,270.653,522.752,0.952,42.661,337.793
CCCC1CCC2C(C)(C)CC12CC,334.789,252.809,508.222,0.86,43.249,338.25
CC(C)C1(C2CC2)CCC(C2CC2)C1,335.812,274.7,498.845,0.938,42.706,337.971
CC(C)C1(C(C)(C)C2CC2)CCCC1,318.962,276.826,491.687,0.845,43.294,338.426
CCCC1CCCC2(CC2)C12CCC2,306.644,272.634,499.547,0.943,42.842,338.509
CCCC1(C)CCC2C(C)C1C2CC,360.617,255.716,525.937,0.872,43.154,337.879
CC1CCC2(CCC(C)C2C(C)C)C1,333.287,265.474,507.974,0.904,43.253,338.266
CC(C)C1CC(C)C(C(C)(C)C)C1C,348.21,265.445,504.893,0.822,43.654,338.027
CCCC1CC(C)CC2CC(C2)C1C,385.801,268.087,539.05,0.864,43.124,337.761
CCCC1C(C)CC(CC)C12CCC2,342.579,250.716,510.309,0.872,43.264,338.309
CCCC1(CC(C)C)CCC2CC21C,311.864,233.214,499.911,0.872,43.343,338.618
CCCC1CCCC(C)(C)C2CCC12,370.073,265.078,524.933,0.849,43.194,338.035
CC(C)(C)C12C3CC4CCC(CC31)C42,327.445,278.35,491.779,1.018,41.962,336.919
CCC(C)C12CC1CCC1CCCC12,334.7,269.04,508.641,0.943,42.675,337.848
CC(C)CC12CCC3(CC3)C1(C)C2C,260.084,257.85,469.459,0.938,42.766,338.208
CC(C)CC12CCC(CC1)C1CC12C,305.001,258.701,495.007,0.943,42.723,338.038
CCCCC1C2CCC1(C1CC1C)C2,335.618,257.755,504.815,0.938,42.684,337.884
CCCCC1C2(CC2)CC(C)C1(C)C,321.581,259.457,498.514,0.845,43.247,338.242
CCCCC1(C2CCC2)CC1C1CC1,338.468,259.325,506.056,0.952,42.814,338.398
CCCCC1CC1C1(C)CCC(C)C1,346.525,250.157,510.476,0.856,43.258,338.285
CC(C)CC1(C)C2C3(C)CC3CC21C,291.715,259.405,476.383,0.912,42.624,337.646
CCC(CC1CCC1C1CC1)C(C)C,350.957,242.022,501.624,0.872,43.269,338.328
CCCCC1(CC)CC1C1CCC1C,339.919,241.51,512.748,0.887,43.348,338.637
CCC(C)C1(C)CCC2(CC2)C2CC21,312.561,270.603,491.064,0.925,42.679,337.864
CCC(CC1CC(C)(C)C1)C1(C)CC1,327.343,248.05,491.668,0.827,43.282,338.379
CCCCC1CCCCC1C(C)CC,376.861,244.019,527.151,0.846,43.882,338.909
CC12CCCC(C)(C(C)(C)C)C1CC2,312.656,280.682,496.776,0.849,43.201,338.063
CCC(C)(C)C12CCC1C(C)C(C)C2,313.599,268.393,495.491,0.868,43.195,338.039
CCCCCC12CC(C)C(C)C1C2C,318.236,236.19,505.725,0.872,43.253,338.266
CCC(CC)C1C2CC2CC2C(C)C21,371.621,254.592,512.192,0.981,42.573,337.444
CCC(C)CC1C2CC3(CC12)CC3C,325.628,247.11,491.857,0.934,42.65,337.749
CC(C)CCC1CC2CC2C2(C)CC12,340.845,253.243,499.461,0.925,42.604,337.567
CC(C)CCC1CC2CCC(CC2)C1,374.91,255.513,529.673,0.868,43.247,338.242
CC(C)CCC1CC2(C)CC(C)CC12,333.911,248.213,503.418,0.86,43.204,338.074
CCC(CC)C1CCC(C2CC2C)C1,365.419,263.217,514.537,0.912,43.265,338.313
CC(CCCC1CCCC1)C1(C)CC1,337.052,241.865,505.357,0.849,43.389,338.797
CCCCCC1CCCC1CC(C)C,366.206,225.234,520.14,0.808,43.858,338.816
CCC(C)C(C)C12CCC3CC3C1C2,324.666,258.198,497.222,0.948,42.691,337.912
CCC(C)CCC12CCCCC(C1)C2,326.795,244.229,514.236,0.883,43.404,338.856
CCC(C)C(C)C1C2CC1C(C)(C)C2,341.621,257.22,508.32,0.864,43.15,337.863
CC(C)CCCC1C2CC3CC3C12C,337.269,248.044,495.458,0.925,42.613,337.603
CCCC(C)CC1(C)C2CC2C2CC21,344.141,239.493,502.374,0.929,42.642,337.718
CCC(C)(CC)CC12CCCC1CC2,318.812,254.697,504.616,0.879,43.386,338.786
CCC(C)C(C)(C)C1CC12CCCC2,318.682,260.833,494.68,0.892,43.361,338.688
CCCCCC(C)(C)C1CC2CC2C1,349.033,269.379,509.954,0.849,43.257,338.282
CCC(C)C(C)(CC)CC1CC1(C)C,330.63,239.702,489.633,0.789,43.787,338.542
CCCCC(CCCC)C1CCCC1,361.995,241.774,525.027,0.843,43.981,339.291
CCCC(C(C)C)C(CC)CC1CC1,334.937,201.271,496.828,0.805,43.882,338.909
CCC(C)(CC)CCCCC(C)(C)C,327.19,246.954,502.765,0.757,44.386,339.096
C1CCCC23CC2(CC1)CC1CCC3C1,321.931,296.535,523.043,1.017,42.341,338.049
C1CC2CC1CC1CCC(C1)C1CC1C2,399.397,288.792,551.405,1.017,42.143,337.257
C1CCC2CCC(C1)C21CCC2CCC21,360.664,292.716,537.635,1.017,42.242,337.653
C1CC2CC3C4C5CCC(CC5)C2(C1)C34,361.415,291.929,527.816,1.106,41.603,336.913
C1CC2CC(C1)C1CCC2C12CCCC2,360.664,292.716,537.635,1.017,42.242,337.653
CC12CCC34CCC5CCC1C5C3(C)C24,301.655,298.022,496.388,1.082,41.609,336.937
CC12CC3C4C(C41C)C1(C)C2CCC31C,280.628,300.24,479.017,1.054,41.515,336.557
CC12C3CCC1C(C)(C)C(C)(C)CCC32,342.194,293.835,516.222,0.878,42.589,337.257
CC12CCCC1CC1CCCC3C1C32C,339.637,295.017,523.043,0.997,42.149,337.281
CC1(C)CC2CCCC1CCC1(C)CC21,347.738,295.026,533.051,0.917,42.681,337.621
CC12CC3CCCC4CC(C)(C1)C1C2C341,301.655,298.022,496.388,1.082,41.609,336.937
CC12CCC3CCC45CCCC34C1C2C5,292.802,298.767,496.388,1.094,41.706,337.33
CC12CCC(C1)C2C12CCCC1CCC2,330.784,295.778,523.043,1.007,42.245,337.665
CC12CCC(C1)CC1(C)CCCC1(C)C2,309.005,298.785,518.174,0.917,42.78,338.013
CC12CCCCC13C1CCCC(CC2)C13,330.784,295.778,523.043,1.007,42.245,337.665
CC1CCC2C3C(CCC3C3C(C)C23)C1,387.031,279.144,539.37,1.007,42.026,336.789
CC1C2C3C2C2(C)CCC(C2)C3C1(C)C,350.048,287.877,515.377,0.969,41.994,336.661
CC1C2C3CCC4C3C4C2C(C)C1(C)C,373.745,279.754,523.936,0.973,41.933,336.416
CC1CC2C(C)C3C4CC(C)(C1)C2(C)C43,327.271,285.791,509.486,0.987,42.032,336.813
CC1C2CC1C1(C2)C2CCC1C(C)(C)C2,346.131,292.781,519.417,0.973,42.076,336.989
CC1CC2(CCCC2C)C2(C)CC1C2C,321.355,291.063,521.367,0.917,42.67,337.578
CC1C2CCCCC(C2)C2CC1(C)C2C,366.271,291.739,542.23,0.921,42.629,337.416
CC1CCCC1C1CC2CC(C2C)C1C,384.518,290.115,542.674,0.93,42.597,337.289
CC1CCC23CC2C(C)C(C)C3C(C)C1,335.18,274.197,521.917,0.93,42.637,337.447
CC1C2CC(CC3CCCC2C3)C2CC12,393.214,284.049,545.462,1.012,42.084,337.021
CC1CC(C)(C)CC2C3CC3C(C)C12C,343.114,283.939,519.086,0.897,42.566,337.166
CC1CCC2(C)CC(C1)C(C)C1CC12C,326.519,286.613,520.053,0.917,42.661,337.542
CC1CCC23CC4C(C)C4C2CCC3C1,348.298,283.336,524.884,1.007,42.125,337.185
CC1C2CCC1CC1(C2)CC2C(C)C2C1,353.234,287.594,528.771,1.002,42.111,337.129
CC1C2C3CCC(C3)CC1C(C)(C)C2C,377.93,284.949,537.657,0.905,42.548,337.095
CC1C2CCCC(C2)CC2C(C)C1C2C,394.905,288.081,553.425,0.921,42.554,337.119
CC1CC2(C)CC3C(C)C3C2C(C)C1C,344.033,273.312,521.917,0.917,42.542,337.071
CC1CCCC2C(C1)CC1CCC2C1C,391.216,284.36,552.273,0.934,42.64,337.459
CC1CCCCC2(CC1)C1CCC2C1C,352.482,288.405,538.553,0.934,42.739,337.851
CC1C2CCC1(C)C1C(CCC1(C)C)C2,354.233,292.79,529.572,0.901,42.609,337.336
CC1C2CCC1CC1(CCC(C)(C)C1)C2,345.38,293.564,529.572,0.909,42.705,337.716
CC1C(C)(CC(C)(C)C)CCC2CC21C,317.993,267.838,510.291,0.854,43.24,338.093
CC1C2C3C4(C)C1CCC34C(C)C2(C)C,305.132,287.183,491.972,0.964,42.035,336.825
CC1C2CCC3CC4CC1(C)C1(C)C4C321,295.472,293.578,488.922,1.076,41.55,336.698
CC1C2CCC3CCC4CC1C1(C)C2C341,325.352,290.469,505.626,1.088,41.547,336.686
CC1C2CCC3(C)CC(CC12)CC3(C)C,349.297,288.686,525.697,0.901,42.624,337.396
CC1C2(C)CCC3CCC3(C)C1(C)CC2,307.758,298.313,515.46,0.909,42.708,337.728
CC1C2CCC(C2)C12C1CC(C1)C2(C)C,333.454,290.478,516.358,0.992,42.091,337.049
CC1C2(C)CCC3(CCCC3)C1(C)C2C,297.658,298.586,512.715,0.913,42.731,337.819
CC1CC2C(C)C3(C)C2C1(C)CC3(C)C,313.234,287.193,503.306,0.89,42.569,337.178
CC1CCC2C(C)C1(C)C1CCC3CC321,323.354,290.766,513.623,0.992,42.114,337.141
CC1C2CCC(C)(C2)C23CCCC12CC3,285.867,295.121,500.395,1.002,42.286,337.829
CC1C2CCCCC(CCC2)CC12CC2,358.665,293.009,544.665,0.938,42.797,338.08
CC1C2CCCCCC1C13CCCC21C3,320.684,296.056,520.382,1.007,42.269,337.761
CC1C(C)C2CCC(C1C)C21CC1(C)C,328.078,279.881,512.291,0.905,42.603,337.313
CC1CCC2C(C)C3CCCC(C)C32C1,341.363,279.271,528.453,0.93,42.695,337.677
CC1C2CCCC(C(C)C1(C)C)C2(C)C,351.215,283.949,529.255,0.834,43.089,337.503
CC1CCCCCC2(C)C(C)C1C2(C)C,344.493,294.831,537.733,0.847,43.155,337.761
CC1CC2(C)CCC1(C)CC1(CC1C)C2,292.722,294.646,508.562,0.913,42.745,337.874
CC1CC12C(C)C1CC2C2CCCC1C2,348.298,283.336,524.884,1.007,42.125,337.185
CC1CC12CCCC1(C2)C2CCC1CC2,315.748,292.045,516.358,1.012,42.283,337.817
C1CC2CCC(CC3CC3)CCC(C1)C2,396.444,265.709,548.2,0.938,42.83,338.21
CC1CC1C1(C)CCC2CC1C(C)(C)C2,352.102,282.582,520.801,0.893,42.638,337.451
CC1CC1CCC12CCC(CC1(C)C)C2,333.979,256.341,515.626,0.913,42.808,338.123
CC1CC2(C)CC3(CCCC3)C3CC32C1,285.867,295.121,500.395,1.002,42.286,337.829
CC1CC23CC2(CC1C)C(C)CCC3C,296.447,278.534,506.324,0.93,42.736,337.839
CC1CC23CCCC4CCC2(C43)C1(C)C,302.462,292.604,499.347,0.978,42.19,337.445
CC1CC23CC(C)C4CCCCC2C43C1,309.565,287.41,509.486,1.007,42.224,337.581
CC1CC23CCCCC24CC(C)CC34C1,270.831,291.371,493.052,1.007,42.324,337.981
CC1CC2CCC3(CC(C)C3)CC(C1)C2,347.546,284.172,534.819,0.934,42.753,337.906
CC1CC2C3CC(C)(C(C)C3C)C3C1C23,350.968,277.547,518.251,0.992,41.97,336.564
CC1CC2C3C4C5C4C(C)(CCC25C)C13,334.205,289.678,505.626,1.076,41.45,336.293
CC1CC2C3CCC(C)C(C)C(C3)C2C1,380.097,274.956,542.736,0.93,42.597,337.289
CC1CC2C3(C)CC(C3)C(C)C1C2(C)C,340.308,289.987,524.017,0.905,42.551,337.107
CC1CC2C3CCC(CC1C21CC1)C3C,353.234,287.594,528.771,1.002,42.111,337.129
CC1CC2C3CCCCC32C(C)(C)C1C,334.261,284.762,519.086,0.905,42.661,337.542
CC1CC2CC1(C1CC1)C1CCCC2C1,349.545,283.86,527.497,1.017,42.198,337.477
CC1CC2CCCC3C(C)(C)C3(C)C1C2,349.297,288.686,525.697,0.901,42.624,337.396
CC1CC2(C)C1CC1(CCCC1C)C2C,311.483,282.63,513.285,0.921,42.698,337.689
CC1CC2CC23C(C)C2CCCCC2C13,348.298,283.336,524.884,1.007,42.125,337.185
CC1CC2(CC2)C2CCC3CCCC3C12,354.481,288.103,531.343,1.012,42.184,337.421
CC1CC2CC2CC2(C)CCC(C2)C1C,356.399,283.346,534.819,0.925,42.658,337.53
CC1CC2CC2(C)CC(C)(C)C(C)(C)C1,335.26,290.06,519.919,0.82,43.149,337.737
CC1CC2(C)C3CC(C)(CC3C)C3C1C32,327.271,285.791,509.486,0.987,42.032,336.813
CC1CC2CC3CCC(C)C4C3C4C2C1,387.031,279.144,539.37,1.007,42.026,336.789
CC1CC2CCC1C1CC3(C)CCC2C13,368.27,291.443,535.129,0.997,42.073,336.977
CC1CC2CCC1C21CCCC2(CC2)C1,315.748,292.045,516.358,1.012,42.283,337.817
C1CC2CC1CC2CC1CC2CC(C2)C1,397.196,264.758,538.804,1.012,42.203,337.497
CC1CC2CCC1(C1(C)CCCCC1)C2,331.591,290.273,525.697,0.921,42.814,338.147
CC1CC2(C)CC3CCC1(C(C)(C)C)C32,305.726,287.772,501.727,0.921,42.663,337.55
CC1CC2CC1C(C)C1CC(C)C1(C)C2,350.216,278.417,528.453,0.921,42.6,337.301
CC1CC2CCC3CCCC(C3)C3C1C23,393.214,284.049,545.462,1.012,42.084,337.021
CC1CC2CC(C)C1C1CC3CC3C1C2,396.903,287.778,546.647,1.002,41.997,336.673
CC1CC2CC(C)(C1)C1CCCC3CC231,324.601,291.264,516.358,1.002,42.187,337.433
CC1CC2(C)CCC34CCC(C1C)C3C24,318.418,286.603,509.486,0.997,42.128,337.197
CC1CC2CC(C)C3C4C3(C)CCC24C1,318.418,286.603,509.486,0.997,42.128,337.197
CC1CC2CC(C)(CC1(C)C)C1CCC21,349.297,288.686,525.697,0.901,42.624,337.396
CC1CC2(C)CC(C(C)(C)C)CC23CC13,300.79,295.098,497.215,0.905,42.677,337.606
CC1CC2CCCCC3(CC3)CC2(C)C1,323.849,292.054,526.638,0.93,42.814,338.147
CC1CC2CCC(C3(C)CC3)C(C)C2C1,359.205,277.006,530.104,0.917,42.672,337.586
CC1CC2(C)C(C)C(C)CC1CC21CC1,326.291,295.101,525.31,0.913,42.655,337.519
CC1CC(C)CC2CCCC(C1)C1CC21,386.28,280.004,548.745,0.934,42.655,337.519
CC1CC2(C)CC(C)(C)CCC1C2(C)C,327.518,291.844,520.882,0.83,43.149,337.737
CC1CCC23CCC2C(C)CC3C(C)C1,341.363,279.271,528.453,0.93,42.695,337.677
CC1CC2(C)CC(C)(C)CC(C)C2(C)C1,312.482,288.006,514.137,0.834,43.186,337.882
CC1CCC12CC1CCC2C2CCCC12,354.481,288.103,531.343,1.012,42.184,337.421
CC1CCC1C1C(C)C2CC1C(C)(C)C2,367.544,287.027,526.173,0.913,42.591,337.265
CC1CCCCC(C)(C2C(C)C2C)C1C,346.088,267.44,527.2,0.854,43.174,337.835
CC1CCC1CC1C2CCC1C(C)(C)C2,376.976,260.819,526.925,0.905,42.68,337.617
CC1CCCCC(CC2CCC2C)CC1,383.327,255.331,545.504,0.868,43.331,338.449
CC1CCC23C1C2(C)C1CCC3(C)CC1,294.72,294.357,500.395,0.992,42.19,337.445
CC1CCC23CCC(C)(C)CCCC12C3,301.711,293.387,510.352,0.913,42.817,338.159
CC1CCC23C4CCCC(CC4)C2C13C,324.601,291.264,516.358,1.002,42.187,337.433
CC1(C)CC23CCC2CC(C)(C)C3(C)C1,303.461,297.625,500.249,0.878,42.688,337.649
CC1CCC2CC3CC34C(C)CCC24C1,309.565,287.41,509.486,1.007,42.224,337.581
CC1CCC2(C1C)C1CC(C)C2CC1C,335.18,274.197,521.917,0.93,42.637,337.447
CC1C2CC34C(C)CCC3C1C1C2C14C,319.169,285.781,498.441,1.082,41.488,336.447
CC1CCC2(C3CC3CC2(C)C)C1(C)C,327.158,290.05,509.346,0.886,42.627,337.408
CC1CCC2C(C)CCC2C2CC(C1)C2,391.216,284.36,552.273,0.934,42.64,337.459
CC1C(C)C2C(C)C1CC1C2CC1(C)C,371.747,280.075,531.365,0.901,42.49,336.865
CC1CCC2C3CCC(C)(C)C(C)C3C12,372.994,280.611,533.909,0.905,42.562,337.15
CC1CCCC2C3CCC(C)C23CCC1,347.546,284.172,534.819,0.934,42.753,337.906
CC1CCC2C(C1)C1CC1CCC2(C)C,379.177,285.467,540.137,0.909,42.62,337.38
CC1CCC2CC(C1)C1C(C)C(C)C21C,350.216,278.417,528.453,0.921,42.6,337.301
CC1CCC2CC1C(C)C1C2CC2CC21,387.031,279.144,539.37,1.007,42.026,336.789
CC1CC(C2CC2)C2C(C)C(C)C(C)C12,368.463,276.634,528.923,0.934,42.567,337.17
CC1CCC2CC3C4CC(C4)C3C2(C)C1,363.334,287.299,531.343,1.002,42.087,337.033
CC1C(C)C2(C)C3(C)C(C)CCC1C32C,290.456,285.097,497.113,0.905,42.606,337.325
CC1CCC2CC(CCC3(C)CC2C3)C1,362.582,288.112,541.024,0.93,42.716,337.76
CC1C(C)C2(C)CC1(C)C(C)C21CCC1,281.603,285.913,497.113,0.913,42.701,337.7
CC1CC(C2(C)CC2)C2(CCCCC2)C1,326.655,286.095,521.761,0.921,42.828,338.202
CC1CCC2CCC3CC23CCC1(C)C,340.444,289.482,525.697,0.909,42.719,337.772
CC1(C)CC2CCC3(C)C2C1CC3(C)C,342.194,293.835,516.222,0.878,42.589,337.257
CC1CCC2(CCC3CC3)CCCCC12,347.264,255.622,531.576,0.942,42.9,338.486
CC1(C)CC2CCC3CCC32CC1(C)C,333.341,294.602,516.222,0.886,42.685,337.637
CC1C(C)C2C3CC3(C)C(C)C1C2(C)C,329.189,280.956,513.285,0.905,42.508,336.936
CC1CCC2(CCC3CCCC3)CC12C,317.384,259.575,516.607,0.934,42.903,338.498
CC1CCC2C(C)C3(C)CCC3CC12C,326.519,286.613,520.053,0.917,42.661,337.542
CC1CC2C(C)CCC2(C)C1CC1CC1,354.198,258.298,521.309,0.921,42.718,337.768
CC1CCC2(C)CC(C)(C1)C1CCC12C,302.822,294.366,511.353,0.913,42.722,337.783
CC1C(C)C2C(C)C(C)C1CCC21CC1,354.924,291.53,537.288,0.917,42.58,337.222
CC1CCC2(C)CC(C)C1CCC21CC1,322.602,291.56,524.017,0.925,42.742,337.863
CC1(C)CC2CCC(CC23CC3)C1(C)C,317.858,298.04,518.174,0.909,42.685,337.637
CC1CCC2(C)CCC1C21C(C)CC1C,311.483,282.63,513.285,0.921,42.698,337.689
CC1CCCC1C1(C)C2CCCC1CC2,357.646,283.87,537.328,0.934,42.73,337.815
CC1CCC(C2(C)CC3C(C2)C3(C)C)C1,352.102,282.582,520.801,0.893,42.638,337.451
CC1CC(C)C23CC(C)CC(C)C2(C1)C3,296.447,278.534,506.324,0.93,42.736,337.839
CC1CC(C)C2C1C21C2CCCC1CC2,348.298,283.336,524.884,1.007,42.125,337.185
CC1CCCC2C3C(C)(C)CCCCC123,340.444,289.482,525.697,0.909,42.719,337.772
CC1CC(C)C2CC1CC1C2CC1(C)C,372.994,280.611,533.909,0.905,42.562,337.15
CC1CC(C)C2(CC2)CC1CC(C)(C)C,325.783,265.955,512.36,0.865,43.253,338.144
CC1(C)CCC2CC3C4CCC(C4)C3C21,386.111,289.363,536.735,0.982,42.05,336.885
CC1CC(CC2CC3CC3C2)CC1(C)C,376.976,260.819,526.925,0.905,42.68,337.617
CC1CCCC2(CC1C)CC1CC1(C)C2,317.666,287.42,520.053,0.925,42.756,337.918
CC1CCCC2(C)CCC1C1(CC2)CC1,323.849,292.054,526.638,0.93,42.814,338.147
CC1(C)CCC2CCCC3CCC23CC1,346.627,294.051,532.135,0.913,42.777,338.001
CC1CC2CCC3(C)C(C)(C)C(C)C23C1,304.381,287.996,503.306,0.897,42.664,337.554
CC1CCCC2(C)CCC3(C)C(C)(C)C123,280.683,295.677,493.978,0.893,42.725,337.795
CC1CCCC2(C1)C(C)CC(C)C21CC1,302.63,283.46,513.285,0.934,42.794,338.068
CC1CCC(C)C1C1C2CCC(C2)C1C,374.646,281.624,535.277,0.938,42.625,337.4
CC1CCCCC2CCC1C21CC1(C)C,340.444,289.482,525.697,0.909,42.719,337.772
CC1CCC(C)C2CCC1CC1CCC12,386.28,280.004,548.745,0.934,42.655,337.519
CC1CCC(C)CC2(CCC(C)C1)CC2,340.612,280.13,538.247,0.872,43.312,338.375
CC1CC(C)C(CCC23CCCC2C3)C1,341.081,249.62,525.124,0.938,42.842,338.258
CC1CCCCC(C)C(C)(C(C)(C)C)C1,344.515,278.58,530.439,0.8,43.731,338.325
CC1CCC(CC(C)(C)C)C(C)C1(C)C,350.479,262.875,521.85,0.791,43.671,338.093
CCC12C3CCC4C(C(C)CC1CC3)C42,357.93,273.356,530.14,1.027,42.137,337.233
CCC12CC1C1C3CCCC(C3)C2C1C,362.866,277.916,533.945,1.022,42.122,337.173
CCC12CC3CCC(CCC3(C)C)C1C2,350.076,279.934,530.936,0.925,42.73,337.815
CCC12CC1C1(C)C(C)CC2C(C)C1C,329.74,281.092,524.077,0.925,42.609,337.336
CCC12CC1(C)C(C)C1C(C)CC2C1C,319.869,272.033,516.086,0.93,42.637,337.447
CCC12CC(C)C3CCC(C)C(C1)C32C,321.115,272.599,518.793,0.938,42.71,337.736
CCC12C(C)C1C1CC2C(C)CCC1C,344.813,263.536,527.236,0.942,42.649,337.495
CCC12CC(C1)C1(C)C3CCC(C3)C21C,304.353,285.139,506.198,1.007,42.201,337.489
CCC12CCC1C1CCC2C1CC(C)C,359.049,259.176,527.188,0.942,42.712,337.744
CCC12C3CC(C)CC3C(C)C1(C)C2C,314.933,267.279,511.99,0.934,42.652,337.507
CCC12CC3CCCC3(C)C(C1)C1CC12,334.233,281.838,521.798,1.017,42.198,337.477
CCC12CCC3C(C(C)C(C)C(C)C1)C32,344.813,263.536,527.236,0.942,42.649,337.495
CCC12CCC3(C)C1C3(C)C(C(C)C)C2,305.189,277.509,499.322,0.969,42.751,337.898
CCC12CCCC(C)C(C1)C1CC2(C)C1,327.298,277.729,525.412,0.942,42.768,337.965
CCC12CCC3CCC4(CC4C(C)C1)C32,319.197,277.719,515.079,1.027,42.236,337.629
CCC12CCC3C(C(C)C)CCC1C32C,335.07,274.026,515.353,0.983,42.747,337.882
CCC12CCC3C(C)CC3C1CCC2C,350.996,268.994,533.634,0.947,42.706,337.72
CCC12CCC3CCC(C)CC3C1C2C,350.996,268.994,533.634,0.947,42.706,337.72
CCC12CCC3CC(CC(C)C)C1(C)C32,324.233,257.967,507.772,0.938,42.73,337.815
CCC12CC(C)C13CCCC3CCC2C,312.263,273.489,518.793,0.947,42.805,338.111
